planet_name,number_of_stars,orbital_period,orbit_semi_major_axis,planet_radius,Inclination,eccentricity,insolation_flux,Radial_Velocity_Amplitude,planet_temperature,star_temperature,star_radius,star_mass,Predicted Temperature
Kepler-1997 b,1,26.7575859,0.1808,2.51,89.95,0.0,43.25,,654.0,6197.0,1.03,1.1,665.8108
Kepler-1997 b,1,26.7575866,0.1815,2.28,89.29,0.0,44.86,,660.0,6215.0,1.05,1.11,671.9861
Kepler-1998 b,1,3.03266154,0.0392,610.0,87.09,0.0,485.61,,1197.0,5725.0,0.88,0.87,1223.2095
Kepler-1998 b,1,3.03266154,0.0392,610.0,87.09,0.0,485.61,,1197.0,5725.0,0.88,0.87,1223.2095
Kepler-1998 b,1,3.03266154,0.04066,660.0,,,493.0,,,5606.0,0.96,0.97,1229.404
Kepler-1998 b,1,3.032802,0.04,750.0,71.62,0.0,,,1209.0,5740.0,0.91,0.93,1234.1818
Kepler-1998 b,1,3.03266154,0.0392,610.0,87.09,0.0,485.61,,1197.0,5725.0,0.88,0.87,1223.2095
Kepler-1998 b,1,3.03267135,0.0405,600.0,88.93,0.0,468.31,,1187.0,5640.0,0.92,0.96,1215.2758
Kepler-1999 b,1,8.7396758,0.0713,3.29,82.59,0.0,26.17,,577.0,4406.0,0.63,0.63,588.39124
Kepler-1999 b,1,8.7393272,0.0712,4282.98,26.93,0.0,26.08,,576.0,4403.0,0.63,0.63,807.774
Kepler-20 b,2,3.6961219,0.04537,1.91,86.5,0.32,,3.72,1014.0,5455.0,0.94,0.91,1175.1439
Kepler-20 b,2,3.69611967,0.04588,2.007,,,303.6,,,5508.0,0.88,0.94,1152.6836
Kepler-20 b,2,3.69612127,0.0448,1.78,89.92,0.0,340.33,,1095.0,5465.0,0.93,0.88,1167.3655
Kepler-20 b,2,3.69611525,0.0463,1.868,87.355,0.03,,4.2,1105.0,5495.0,0.96,0.95,1195.1155
Kepler-20 b,2,3.6961049,0.04565,1.773,87.36,0.083,331.0,4.23,1187.0,5495.0,0.92,0.93,1177.7264
Kepler-20 b,2,3.69611967,0.0448,2.11,82.51,0.0,340.33,,1095.0,5465.0,0.93,0.88,1167.3206
Kepler-20 b,2,3.69611967,0.0448,2.11,82.51,0.0,340.33,,1095.0,5465.0,0.93,0.88,1167.3206
Kepler-20 b,2,3.69611967,0.0448,2.11,82.51,0.0,340.33,,1095.0,5465.0,0.93,0.88,1167.3206
Kepler-20 b,2,3.6961159,0.045,1.97,85.37,0.0,,,1097.0,5443.0,0.94,0.9,1174.3751
Kepler-20 c,2,10.85409783,0.09408,2.88,,,72.2,,,5508.0,0.88,0.94,759.0337
Kepler-20 c,2,10.85409783,0.0919,3.03,88.81,0.0,80.88,,765.0,5465.0,0.93,0.88,770.2778
Kepler-20 c,2,10.85409089,0.0949,3.047,89.815,0.16,,3.84,772.0,5495.0,0.96,0.95,784.5618
Kepler-20 c,2,10.85409783,0.0919,3.03,88.81,0.0,80.88,,765.0,5465.0,0.93,0.88,770.2778
Kepler-20 c,2,10.85409593,0.0919,2.99,88.83,0.0,80.88,,765.0,5465.0,0.93,0.88,770.27985
Kepler-20 c,2,10.8540894,0.093,3.17,87.66,0.0,,,763.0,5443.0,0.94,0.9,770.9073
Kepler-20 c,2,10.854092,0.093,3.07,88.39,0.4,,4.83,713.0,5455.0,0.94,0.91,773.8001
Kepler-20 c,2,10.85409783,0.0919,3.03,88.81,0.0,80.88,,765.0,5465.0,0.93,0.88,770.2778
Kepler-20 c,2,10.8540774,0.0936,2.894,89.815,0.076,78.7,3.38,828.0,5495.0,0.92,0.93,772.37195
Kepler-20 d,2,77.611455,0.3474,2.606,89.708,0.082,5.71,2.12,430.0,5495.0,0.92,0.93,394.82547
Kepler-20 d,2,77.6115987,0.34921,2.492,,,5.2,,,5508.0,0.88,0.94,381.42245
Kepler-20 d,2,77.6115987,0.3411,2.62,89.95,0.0,5.87,,397.0,5465.0,0.93,0.88,403.2008
Kepler-20 d,2,77.61153,0.344,2.84,89.38,0.0,,,397.0,5443.0,0.94,0.9,404.09723
Kepler-20 d,2,77.61184,0.3453,2.75,89.57,0.6,,1.2,369.0,5455.0,0.94,0.91,404.02664
Kepler-20 d,2,77.6115987,0.3411,2.62,89.95,0.0,5.87,,397.0,5465.0,0.93,0.88,403.2008
Kepler-20 d,2,77.6114427,0.3411,2.59,89.94,0.0,5.87,,397.0,5465.0,0.93,0.88,403.20157
Kepler-20 d,2,77.6115987,0.3411,2.62,89.95,0.0,5.87,,397.0,5465.0,0.93,0.88,403.2008
Kepler-20 d,2,77.61130017,0.3506,2.744,89.708,,,1.57,401.0,5495.0,0.96,0.95,410.51157
Kepler-20 e,2,6.09853672,0.0626,820.0,87.66,0.0,174.3,,927.0,5465.0,0.93,0.88,887.19775
Kepler-20 e,2,6.09853672,0.0626,820.0,87.66,0.0,174.3,,927.0,5465.0,0.93,0.88,887.19775
Kepler-20 e,2,6.09855603,0.0626,840.0,89.22,0.0,174.3,,927.0,5465.0,0.93,0.88,886.2641
Kepler-20 e,2,6.0984882,0.0637,821.0,87.63,0.092,169.8,280.0,1004.0,5495.0,0.92,0.93,889.9381
Kepler-20 e,2,6.098496,0.063,910.0,86.52,0.0,,,927.0,5443.0,0.94,0.9,883.714
Kepler-20 e,2,6.09852281,0.0639,865.0,87.632,,,,,5495.0,0.96,0.95,905.5527
Kepler-20 e,2,6.09853672,0.0626,820.0,87.66,0.0,174.3,,927.0,5465.0,0.93,0.88,887.19775
Kepler-20 e,2,6.09853672,0.06406,784.0,,,155.8,,,5508.0,0.88,0.94,877.5116
Kepler-20 f,2,19.5776286,0.1362,990.0,89.38,0.0,36.82,,628.0,5465.0,0.93,0.88,612.613
Kepler-20 f,2,19.5776073,0.1362,900.0,89.94,0.0,36.82,,628.0,5465.0,0.93,0.88,614.60455
Kepler-20 f,2,19.5776286,0.1362,990.0,89.38,0.0,36.82,,628.0,5465.0,0.93,0.88,612.613
Kepler-20 f,2,19.57709,0.137,1.03,88.24,0.0,,,629.0,5443.0,0.94,0.9,645.533
Kepler-20 f,2,19.578328,0.1387,952.0,88.788,0.094,35.9,350.0,681.0,5495.0,0.92,0.93,611.99536
Kepler-20 f,2,19.5776286,0.1362,990.0,89.38,0.0,36.82,,628.0,5465.0,0.93,0.88,612.613
Kepler-20 f,2,19.5776286,0.13941,942.0,,,32.9,,,5508.0,0.88,0.94,600.3864
Kepler-20 f,2,19.57758478,0.1396,1.003,88.788,,,,,5495.0,0.96,0.95,655.1406
Kepler-200 b,1,8.59479202,0.0832,2.92,83.08,0.0,283.03,,1046.0,6053.0,1.28,1.04,1060.3331
Kepler-200 b,1,8.59481851,0.0787,1.75,87.84,0.0,125.48,,854.0,5675.0,0.92,0.88,880.6028
Kepler-200 b,1,8.59479202,0.08138,2.224,,,143.7,,,5785.0,0.97,0.97,908.40765
Kepler-200 b,1,8.59479202,0.0832,2.92,83.08,0.0,283.03,,1046.0,6053.0,1.28,1.04,1060.3331
Kepler-200 b,1,8.59479202,0.0832,2.92,83.08,0.0,283.03,,1046.0,6053.0,1.28,1.04,1060.3331
Kepler-200 b,1,8.594777,0.083,2.54,87.09,0.0,,,1045.0,6034.0,1.28,1.04,1058.1838
Kepler-200 c,1,10.222084,0.093,2.9,86.52,0.0,,,987.0,6034.0,1.28,1.04,1000.468
Kepler-200 c,1,10.22214214,0.0934,1.99,89.95,0.0,224.58,,987.0,6053.0,1.28,1.04,1001.45667
Kepler-200 c,1,10.22215697,0.0883,1.72,88.23,0.0,99.68,,806.0,5675.0,0.92,0.88,828.7455
Kepler-200 c,1,10.22214214,0.0934,1.99,89.95,0.0,224.58,,987.0,6053.0,1.28,1.04,1001.45667
Kepler-200 c,1,10.22214214,0.0934,1.99,89.95,0.0,224.58,,987.0,6053.0,1.28,1.04,1001.45667
Kepler-200 c,1,10.22214214,0.09135,1.516,,,114.1,,,5785.0,0.97,0.97,856.3988
Kepler-2000 b,1,6.38317,0.055,2.34,87.66,0.0,,,550.0,4047.0,0.52,0.55,560.3102
Kepler-2000 b,1,6.38315913,0.0562,2.73,89.61,0.0,18.73,,530.0,3757.0,0.58,0.58,555.78705
Kepler-2000 b,1,6.38316346,0.0565,2.59,89.95,0.0,17.74,,523.0,3769.0,0.56,0.59,551.8734
Kepler-2000 b,1,6.38316346,0.0565,2.59,89.95,0.0,17.74,,523.0,3769.0,0.56,0.59,551.8734
Kepler-2000 b,1,6.38316346,0.0565,2.59,89.95,0.0,17.74,,523.0,3769.0,0.56,0.59,551.8734
Kepler-2000 c,1,20.6180348,0.1228,1.57,89.82,0.0,3.92,,359.0,3757.0,0.58,0.58,389.01254
Kepler-2000 c,1,20.61867,0.12,1.18,89.38,0.0,,,372.0,4047.0,0.52,0.55,387.49884
Kepler-2000 c,1,20.6181066,0.1234,1.4,89.95,0.0,3.72,,354.0,3769.0,0.56,0.59,382.59534
Kepler-2000 c,1,20.6181066,0.1234,1.4,89.95,0.0,3.72,,354.0,3769.0,0.56,0.59,382.59534
Kepler-2000 c,1,20.6181066,0.1234,1.4,89.95,0.0,3.72,,354.0,3769.0,0.56,0.59,382.59534
Kepler-2001 b,1,1.09001333,0.0197,1.03,86.52,0.0,953.68,,1417.0,5093.0,0.78,0.86,1498.5637
Kepler-2001 b,1,1.09001333,0.0197,1.03,86.52,0.0,953.68,,1417.0,5093.0,0.78,0.86,1498.5637
Kepler-2001 b,1,1.09001333,0.0197,1.03,86.52,0.0,953.68,,1417.0,5093.0,0.78,0.86,1498.5637
Kepler-2001 b,1,1.090011,0.0197,1.04,83.71,0.0,911.28,,1402.0,5081.0,0.77,0.86,1488.0552
Kepler-2001 c,1,14.0926796,0.1085,1.82,88.24,0.0,31.44,,604.0,5093.0,0.78,0.86,624.5585
Kepler-2001 c,1,14.0926796,0.1085,1.82,88.24,0.0,31.44,,604.0,5093.0,0.78,0.86,624.5585
Kepler-2001 c,1,14.092768,0.104,1.83,89.95,0.0,,,570.0,5013.0,0.69,0.76,580.9728
Kepler-2001 c,1,14.0926796,0.1085,1.82,88.24,0.0,31.44,,604.0,5093.0,0.78,0.86,624.5585
Kepler-2001 c,1,14.09258319,0.1084,1.82,88.45,0.0,30.1,,597.0,5081.0,0.77,0.86,619.76715
Kepler-201 b,1,25.67212848,0.1758,2.73,87.66,0.0,62.91,,718.0,6131.0,1.24,1.1,722.95184
Kepler-201 b,1,25.6721559,0.179,2.68,87.2,0.0,51.47,,683.0,6034.0,1.18,1.16,696.7167
Kepler-201 b,1,25.67212848,0.1758,2.73,87.66,0.0,62.91,,718.0,6131.0,1.24,1.1,722.95184
Kepler-201 b,1,25.67212848,0.17574,2.756,,,65.6,,,6152.0,1.25,1.1,727.69617
Kepler-201 b,1,25.67212848,0.1758,2.73,87.66,0.0,62.91,,718.0,6131.0,1.24,1.1,722.95184
Kepler-201 b,1,25.6721,0.18,2.77,87.66,0.0,,,710.0,6133.0,1.24,1.18,720.97437
Kepler-201 c,1,151.8861943,0.5752,2.31,89.95,0.0,5.88,,397.0,6131.0,1.24,1.1,405.79947
Kepler-201 c,1,151.8861943,0.57501,2.339,,,6.1,,,6152.0,1.25,1.1,408.45435
Kepler-201 c,1,151.8851881,0.5855,2.47,89.27,0.0,4.81,,378.0,6034.0,1.18,1.16,389.23178
Kepler-201 c,1,151.8861943,0.5752,2.31,89.95,0.0,5.88,,397.0,6131.0,1.24,1.1,405.79947
Kepler-201 c,1,151.8861943,0.5752,2.31,89.95,0.0,5.88,,397.0,6131.0,1.24,1.1,405.79947
Kepler-201 c,1,151.886,0.588,2.55,89.38,0.0,,,393.0,6133.0,1.24,1.18,403.14542
Kepler-202 b,1,4.069402,0.044,1.61,87.09,0.0,,,813.0,4763.0,0.66,0.68,825.275
Kepler-202 b,1,4.0694284,0.0455,1.91,85.37,0.0,119.56,,843.0,4806.0,0.72,0.76,864.5121
Kepler-202 b,1,4.0694284,0.04428,1.815,,,109.7,,,4762.0,0.68,0.7,836.1489
Kepler-202 b,1,4.06942564,0.0449,1.53,89.62,0.0,97.72,,802.0,4671.0,0.68,0.75,826.57385
Kepler-202 b,1,4.0694284,0.0455,1.91,85.37,0.0,119.56,,843.0,4806.0,0.72,0.76,864.5121
Kepler-202 b,1,4.0694284,0.0455,1.91,85.37,0.0,119.56,,843.0,4806.0,0.72,0.76,864.5121
Kepler-202 c,1,16.28248353,0.1147,2.04,89.38,0.0,18.81,,531.0,4806.0,0.72,0.76,540.992
Kepler-202 c,1,16.28248353,0.1147,2.04,89.38,0.0,18.81,,531.0,4806.0,0.72,0.76,540.992
Kepler-202 c,1,16.28248353,0.11161,1.934,,,17.3,,,4762.0,0.68,0.7,524.57556
Kepler-202 c,1,16.28247,0.111,2.05,88.81,0.0,,,512.0,4763.0,0.66,0.68,517.87476
Kepler-202 c,1,16.28247625,0.1132,1.88,89.46,0.0,15.37,,505.0,4671.0,0.68,0.75,516.65393
Kepler-202 c,1,16.28248353,0.1147,2.04,89.38,0.0,18.81,,531.0,4806.0,0.72,0.76,540.992
Kepler-203 b,1,3.16269124,0.0424,2.29,85.94,0.0,547.43,,1234.0,5949.0,0.94,1.01,1259.2609
Kepler-203 b,1,3.16269124,0.04302,2.517,,,615.9,,,5887.0,1.03,1.06,1320.2157
Kepler-203 b,1,3.16269207,0.0418,2.61,85.47,0.0,692.32,,1308.0,5821.0,1.08,0.97,1347.4299
Kepler-203 b,1,3.1626947,0.042,2.1,87.09,0.0,,,1217.0,5924.0,0.91,1.01,1240.8119
Kepler-203 b,1,3.16269124,0.0424,2.29,85.94,0.0,547.43,,1234.0,5949.0,0.94,1.01,1259.2609
Kepler-203 b,1,3.16269124,0.0424,2.29,85.94,0.0,547.43,,1234.0,5949.0,0.94,1.01,1259.2609
Kepler-203 c,1,5.37063954,0.0595,2.54,87.46,0.0,341.68,,1096.0,5821.0,1.08,0.97,1118.6211
Kepler-203 c,1,5.37064587,0.06123,2.346,,,304.3,,,5887.0,1.03,1.06,1099.4773
Kepler-203 c,1,5.37064587,0.0603,2.14,89.95,0.0,270.66,,1034.0,5949.0,0.94,1.01,1056.2756
Kepler-203 c,1,5.370639,0.06,2.1,87.66,0.0,,,1018.0,5924.0,0.91,1.01,1036.7606
Kepler-203 c,1,5.37064587,0.0603,2.14,89.95,0.0,270.66,,1034.0,5949.0,0.94,1.01,1056.2756
Kepler-203 c,1,5.37064587,0.0603,2.14,89.95,0.0,270.66,,1034.0,5949.0,0.94,1.01,1056.2756
Kepler-203 d,1,11.32977062,0.0979,1.37,89.91,0.0,126.21,,855.0,5821.0,1.08,0.97,869.0845
Kepler-203 d,1,11.32975018,0.0992,1.27,88.24,0.0,100.01,,806.0,5949.0,0.94,1.01,825.14233
Kepler-203 d,1,11.32975018,0.0992,1.27,88.24,0.0,100.01,,806.0,5949.0,0.94,1.01,825.14233
Kepler-203 d,1,11.32984,0.099,1.18,89.95,0.0,,,793.0,5924.0,0.91,1.01,806.8602
Kepler-203 d,1,11.32975018,0.0992,1.27,88.24,0.0,100.01,,806.0,5949.0,0.94,1.01,825.14233
Kepler-203 d,1,11.32975018,0.10072,1.396,,,112.3,,,5887.0,1.03,1.06,857.38824
Kepler-204 b,1,14.40094471,0.11734,2.095,,,74.0,,,5877.0,0.97,1.04,764.18634
Kepler-204 b,1,14.40094471,0.1156,2.23,87.66,0.0,99.58,,806.0,6095.0,1.04,0.99,828.51514
Kepler-204 b,1,14.40090414,0.1149,2.71,86.44,0.0,111.24,,828.0,5815.0,1.2,0.98,838.1168
Kepler-204 b,1,14.401041,0.118,2.2,88.24,0.0,,,810.0,6098.0,1.07,1.05,832.10315
Kepler-204 b,1,14.40094471,0.1156,2.23,87.66,0.0,99.58,,806.0,6095.0,1.04,0.99,828.51514
Kepler-204 b,1,14.40094471,0.1156,2.23,87.66,0.0,99.58,,806.0,6095.0,1.04,0.99,828.51514
Kepler-204 c,1,25.661658,0.17247,1.28,,,34.2,,,5877.0,0.97,1.04,631.57166
Kepler-204 c,1,25.6613816,0.1689,1.78,87.88,0.0,51.48,,683.0,5815.0,1.2,0.98,683.83057
Kepler-204 c,1,25.661658,0.1699,1.36,89.38,0.0,46.1,,665.0,6095.0,1.04,0.99,675.5331
Kepler-204 c,1,25.661658,0.1699,1.36,89.38,0.0,46.1,,665.0,6095.0,1.04,0.99,675.5331
Kepler-204 c,1,25.661658,0.1699,1.36,89.38,0.0,46.1,,665.0,6095.0,1.04,0.99,675.533
Kepler-204 c,1,25.6595,0.173,1.47,88.81,0.0,,,669.0,6098.0,1.07,1.05,680.10065
Kepler-205 b,1,2.7556371,0.0307,1.17,85.94,0.0,47.27,,669.0,3834.0,0.48,0.51,687.5984
Kepler-205 b,1,2.7556371,0.0307,1.17,85.94,0.0,47.27,,669.0,3834.0,0.48,0.51,687.5984
Kepler-205 b,1,2.75560188,0.03068,1.32,,,,,672.0,3834.0,0.48,0.51,687.8137
Kepler-205 b,1,2.7556281,0.032,1.49,83.08,0.0,,,795.0,4303.0,0.56,0.59,804.3571
Kepler-205 b,1,2.7556371,0.0307,1.17,85.94,0.0,47.27,,669.0,3834.0,0.48,0.51,687.5984
Kepler-205 b,1,2.75563722,0.0319,1.37,85.06,0.0,77.57,,757.0,4121.0,0.55,0.57,763.9652
Kepler-205 c,1,20.30655662,0.1164,1.29,89.38,0.0,3.29,,343.0,3834.0,0.48,0.51,369.25336
Kepler-205 c,1,20.30707932,0.11617,1.22,,,,,345.0,3834.0,0.48,0.51,369.47287
Kepler-205 c,1,20.306591,0.122,1.85,88.24,0.0,,,407.0,4303.0,0.56,0.59,412.6077
Kepler-205 c,1,20.30652862,0.1209,1.58,89.0,0.0,5.4,,389.0,4121.0,0.55,0.57,397.59106
Kepler-205 c,1,20.30655662,0.1164,1.29,89.38,0.0,3.29,,343.0,3834.0,0.48,0.51,369.25336
Kepler-205 c,1,20.30655662,0.1164,1.29,89.38,0.0,3.29,,343.0,3834.0,0.48,0.51,369.25336
Kepler-206 b,1,7.78200916,0.0765,1.11,88.81,0.0,189.4,,946.0,5762.0,1.06,0.98,968.0188
Kepler-206 b,1,7.78200916,0.07575,1.123,,,190.2,,,5691.0,1.08,0.96,965.0371
Kepler-206 b,1,7.78199862,0.0764,1.32,84.82,0.0,220.8,,983.0,5762.0,1.14,0.98,996.4966
Kepler-206 b,1,7.7822,0.077,1.29,87.09,0.0,,,1071.0,5986.0,1.27,1.02,1085.0096
Kepler-206 b,1,7.78200916,0.0765,1.11,88.81,0.0,189.4,,946.0,5762.0,1.06,0.98,968.0188
Kepler-206 b,1,7.78200916,0.0765,1.11,88.81,0.0,189.4,,946.0,5762.0,1.06,0.98,968.0188
Kepler-206 c,1,13.13747785,0.1084,1.85,86.45,0.0,109.68,,825.0,5762.0,1.14,0.98,837.584
Kepler-206 c,1,13.13742,0.11,1.98,87.66,0.0,,,896.0,5986.0,1.27,1.02,907.0525
Kepler-206 c,1,13.13745719,0.1084,1.57,89.38,0.0,94.33,,795.0,5762.0,1.06,0.98,813.8462
Kepler-206 c,1,13.13745719,0.1084,1.57,89.38,0.0,94.33,,795.0,5762.0,1.06,0.98,813.8462
Kepler-206 c,1,13.13745719,0.10742,1.596,,,94.7,,,5691.0,1.08,0.96,811.6996
Kepler-206 c,1,13.13745719,0.1084,1.57,89.38,0.0,94.33,,795.0,5762.0,1.06,0.98,813.8462
Kepler-206 d,1,23.44194,0.161,1.3,88.81,0.0,,,740.0,5986.0,1.27,1.02,740.4163
Kepler-206 d,1,23.4432353,0.1595,950.0,89.38,0.0,43.57,,655.0,5762.0,1.06,0.98,673.9053
Kepler-206 d,1,23.4433748,0.1594,1.29,85.83,0.0,50.72,,681.0,5762.0,1.14,0.98,683.85205
Kepler-206 d,1,23.4432353,0.1595,950.0,89.38,0.0,43.57,,655.0,5762.0,1.06,0.98,673.9053
Kepler-206 d,1,23.4432353,0.1595,950.0,89.38,0.0,43.57,,655.0,5762.0,1.06,0.98,673.9053
Kepler-206 d,1,23.4432353,0.15804,967.0,,,43.8,,,5691.0,1.08,0.96,672.475
Kepler-207 b,1,1.61188718,0.02948,1.641,,,3673.5,,,5969.0,1.67,1.31,2167.6252
Kepler-207 b,1,1.61188718,0.0275,1.09,87.66,0.0,2028.48,,1712.0,6110.0,1.11,1.06,1762.81
Kepler-207 b,1,1.61188718,0.0275,1.09,87.66,0.0,2028.48,,1712.0,6110.0,1.11,1.06,1762.8099
Kepler-207 b,1,1.61189046,0.0285,1.72,73.17,0.0,3267.98,,1930.0,5918.0,1.55,1.18,2037.478
Kepler-207 b,1,1.61188718,0.0275,1.09,87.66,0.0,2028.48,,1712.0,6110.0,1.11,1.06,1762.8099
Kepler-207 b,1,1.611881,0.027,1.17,76.2,0.0,,,1709.0,6080.0,1.1,1.04,1759.8688
Kepler-207 c,1,3.0715454,0.0423,1.06,87.66,0.0,857.34,,1380.0,6110.0,1.11,1.06,1419.8457
Kepler-207 c,1,3.0715454,0.0423,1.06,87.66,0.0,857.34,,1380.0,6110.0,1.11,1.06,1419.8457
Kepler-207 c,1,3.0715454,0.04531,1.604,,,1555.3,,,5969.0,1.67,1.31,1740.1646
Kepler-207 c,1,3.0715454,0.0423,1.06,87.66,0.0,857.34,,1380.0,6110.0,1.11,1.06,1419.8457
Kepler-207 c,1,3.07155284,0.0437,1.65,74.56,0.0,1389.97,,1556.0,5918.0,1.55,1.18,1630.9232
Kepler-207 c,1,3.071563,0.042,1.11,81.93,0.0,,,1371.0,6080.0,1.1,1.04,1410.9221
Kepler-207 d,1,5.86806802,0.0651,2.31,89.95,0.0,361.97,,1112.0,6110.0,1.11,1.06,1144.3794
Kepler-207 d,1,5.86806802,0.06975,3.495,,,655.9,,,5969.0,1.67,1.31,1365.9329
Kepler-207 d,1,5.86806628,0.0674,3.6,83.38,0.0,584.32,,1254.0,5918.0,1.55,1.18,1287.5615
Kepler-207 d,1,5.86806802,0.0651,2.31,89.95,0.0,361.97,,1112.0,6110.0,1.11,1.06,1144.3794
Kepler-207 d,1,5.86806802,0.0651,2.31,89.95,0.0,361.97,,1112.0,6110.0,1.11,1.06,1144.3794
Kepler-207 d,1,5.86805,0.065,2.5,83.65,0.0,,,1102.0,6080.0,1.1,1.04,1133.6176
Kepler-208 b,1,4.22864988,0.0532,1.68,89.38,0.0,834.72,,1371.0,6220.0,1.33,1.12,1414.8772
Kepler-208 b,1,4.228677,0.051,1.43,81.93,0.0,,,1126.0,5845.0,0.97,0.96,1148.4268
Kepler-208 b,1,4.22864988,0.05256,1.557,,,664.2,,,6054.0,1.23,1.08,1335.113
Kepler-208 b,1,4.22864988,0.0532,1.68,89.38,0.0,834.72,,1371.0,6220.0,1.33,1.12,1414.8772
Kepler-208 b,1,4.22865217,0.0546,1.83,89.94,0.0,854.59,,1379.0,5966.0,1.5,1.21,1451.071
Kepler-208 b,1,4.22864988,0.0532,1.68,89.38,0.0,834.72,,1371.0,6220.0,1.33,1.12,1414.8772
Kepler-208 c,1,7.46662197,0.0778,1.49,87.66,0.0,390.31,,1134.0,6220.0,1.33,1.12,1157.9216
Kepler-208 c,1,7.46662068,0.0797,1.65,88.98,0.0,401.08,,1141.0,5966.0,1.5,1.21,1171.6715
Kepler-208 c,1,7.466408,0.074,1.23,84.22,0.0,,,934.0,5845.0,0.97,0.96,960.2411
Kepler-208 c,1,7.46662197,0.07678,1.387,,,311.3,,,6054.0,1.23,1.08,1091.2952
Kepler-208 c,1,7.46662197,0.0778,1.49,87.66,0.0,390.31,,1134.0,6220.0,1.33,1.12,1157.9216
Kepler-208 c,1,7.46662197,0.0778,1.49,87.66,0.0,390.31,,1134.0,6220.0,1.33,1.12,1157.9216
Kepler-208 d,1,11.1317519,0.10019,1.202,,,182.6,,,6054.0,1.23,1.08,953.9199
Kepler-208 d,1,11.13154,0.096,1.17,85.94,0.0,,,820.0,5845.0,0.97,0.96,842.63806
Kepler-208 d,1,11.1317901,0.104,1.47,89.02,0.0,235.55,,999.0,5966.0,1.5,1.21,1028.8738
Kepler-208 d,1,11.1317519,0.1015,1.29,89.38,0.0,229.32,,992.0,6220.0,1.33,1.12,1010.9385
Kepler-208 d,1,11.1317519,0.1015,1.29,89.38,0.0,229.32,,992.0,6220.0,1.33,1.12,1010.9385
Kepler-208 d,1,11.1317519,0.1015,1.29,89.38,0.0,229.32,,992.0,6220.0,1.33,1.12,1010.9385
Kepler-208 e,1,16.25945734,0.1306,1.52,89.95,0.0,138.51,,875.0,6220.0,1.33,1.12,886.6133
Kepler-208 e,1,16.25945734,0.12901,1.415,,,110.1,,,6054.0,1.23,1.08,837.0492
Kepler-208 e,1,16.25934,0.124,1.45,86.52,0.0,,,722.0,5845.0,0.97,0.96,739.1151
Kepler-208 e,1,16.25945734,0.1306,1.52,89.95,0.0,138.51,,875.0,6220.0,1.33,1.12,886.6133
Kepler-208 e,1,16.25951967,0.1339,1.72,89.29,0.0,142.1,,880.0,5966.0,1.5,1.21,897.16547
Kepler-208 e,1,16.25945734,0.1306,1.52,89.95,0.0,138.51,,875.0,6220.0,1.33,1.12,886.6133
Kepler-209 b,1,16.08786478,0.1194,2.6,89.95,0.0,63.13,,719.0,5514.0,1.04,0.88,720.895
Kepler-209 b,1,16.08786246,0.1207,2.56,88.05,0.0,47.17,,668.0,5506.0,0.91,0.9,682.7371
Kepler-209 b,1,16.08786478,0.12357,2.242,,,45.4,,,5564.0,0.9,0.97,686.64246
Kepler-209 b,1,16.08786478,0.1194,2.6,89.95,0.0,63.13,,719.0,5514.0,1.04,0.88,720.895
Kepler-209 b,1,16.08786478,0.1194,2.6,89.95,0.0,63.13,,719.0,5514.0,1.04,0.88,720.895
Kepler-209 b,1,16.087836,0.122,3.32,85.37,0.0,,,697.0,5524.0,1.0,0.93,712.66626
Kepler-209 c,1,41.74949827,0.2255,3.4,89.95,0.0,17.7,,523.0,5514.0,1.04,0.88,522.86615
Kepler-209 c,1,41.74938613,0.228,2.94,89.77,0.0,13.22,,486.0,5506.0,0.91,0.9,492.73648
Kepler-209 c,1,41.74949827,0.23335,2.93,,,12.7,,,5564.0,0.9,0.97,488.88538
Kepler-209 c,1,41.74999,0.23,4.03,87.66,0.0,,,507.0,5524.0,1.0,0.93,513.92084
Kepler-209 c,1,41.74949827,0.2255,3.4,89.95,0.0,17.7,,523.0,5514.0,1.04,0.88,522.86615
Kepler-209 c,1,41.74949827,0.2255,3.4,89.95,0.0,17.7,,523.0,5514.0,1.04,0.88,522.86615
Kepler-21 b,2,2.78582169,0.0427,1.59,85.37,0.0,2399.4,,1785.0,6131.0,1.86,1.34,1988.6794
Kepler-21 b,2,2.78582124,0.0408,1.69,72.39,0.0,2388.98,,1784.0,6202.0,1.73,1.16,1907.2234
Kepler-21 b,2,2.785755,0.042507,1.635,82.58,0.0,,,1956.0,6131.0,1.86,1.34,1993.4436
Kepler-21 b,2,2.7858212,0.0434,1.639,83.2,0.0,2749.0,2.7,2015.0,6305.0,1.9,1.41,2063.5872
Kepler-21 b,2,2.78578,0.042717,1.639,83.2,0.02,,1.99,2025.0,6305.0,1.9,1.41,2080.4922
Kepler-21 b,2,2.78582169,0.0427,1.59,85.37,0.0,2399.4,,1785.0,6131.0,1.86,1.34,1988.6794
Kepler-21 b,2,2.785819,0.043,1.72,88.24,0.0,,,1863.0,6131.0,2.04,1.36,2049.664
Kepler-21 b,2,2.78582169,0.0427,1.59,85.37,0.0,2399.4,,1785.0,6131.0,1.86,1.34,1988.6794
Kepler-21 b,2,2.78582169,0.04171,1.654,,,2871.7,,,6202.0,1.94,1.25,2003.7864
Kepler-210 b,1,2.4532359,0.0292,2.23,88.81,0.0,69.2,,736.0,3914.0,0.53,0.55,756.6751
Kepler-210 b,1,2.4532359,0.0292,2.23,88.81,0.0,69.2,,736.0,3914.0,0.53,0.55,756.6752
