planet_name;number_of_stars;orbital_period;orbit_semi_major_axis;planet_radius;Inclination;eccentricity;insolation_flux;Radial_Velocity_Amplitude;planet_temperature;star_temperature;star_radius;star_mass;calc_semi_major_axis
TOI-4602.01;1;3.9812091;0.050997;2.55;;;603.69;;1380.0;6011.9;1.16;1.12;0.051052548724878404
TOI-4602.01;1;3.98129855;;2.567;;;603.68;;1264.0;6011.9;1.16;;
TOI-4603 b;1;7.2455997;;14.239;;;1192.46;;1637.0;6169.1;2.68;;
TOI-4603 b;1;7.24599;0.0888;11.68;80.21;0.325;1192.0;962.0;1677.0;6264.0;2.74;1.76;0.0884784430372079
TOI-4633 c;2;271.93863897;;3.53;;;1.23;;269.0;5490.04;1.58;;
TOI-4633 c;2;271.9445;0.847;3.2;89.888;0.117;1.56;11.5;;5800.0;1.05;1.1;0.8479804577325096
TOI-4638.01;1;10.28391879;0.093013;2.933;;;87.81;;;5700.0;0.9;1.02;0.09316238077162618
TOI-4638.01;1;10.28295825;;2.719;;;87.4;;780.0;5700.0;0.89;;
TOI-4641 b;1;22.09339218;;9.76;;;192.58;;950.0;6798.4;1.75;;
TOI-4641 b;1;22.09341;0.173;8.183;87.9;0.074;;;;6560.0;1.72;1.41;0.17278908353085765
TOI-470 b;1;12.19145583;;4.613;;;44.76;;660.0;5418.0;0.84;;
TOI-470 b;1;12.19148;0.119;4.34;89.527;;;;660.0;5190.0;0.83;0.87;0.09896435536909477
TOI-4791 b;1;4.2809767;;13.011;;;445.26;;1279.0;5964.0;1.49;;
TOI-4791 b;1;4.28088;0.0555;12.442;85.55;0.0;783.2;250.0;1472.0;6058.0;1.41;1.24;0.05543244396019863
TOI-480 b;1;6.86595824;;2.814;;;531.52;;1225.0;6212.63;1.5;;
TOI-480 b;1;6.866196;0.077;2.854;;0.0;;5.9;1199.0;6174.0;1.49;1.28;0.07676245982303438
TOI-481 b;1;10.3311565;;;89.2;0.153;;;;5735.0;1.66;1.14;0.09697705834126397
TOI-481 b;1;10.33111;0.097;11.097;89.2;0.153;;130.3;1370.0;5735.0;1.66;1.14;0.0969767673485698
TOI-481 b;1;10.3311664;;11.943;;;253.13;;1111.0;5760.0;1.73;;
TOI-481 b;1;10.3311562;;;;;;;;5735.0;1.66;1.14;0.09697705646389315
TOI-4860 b;1;1.5229985;;8.995;;;37.12;;687.0;3237.0;0.35;;
TOI-4860 b;1;1.52275959;0.01845;8.474;88.87;0.15;;250.0;624.0;3390.0;0.35;0.34;0.01807931465729584
TOI-4860 b;1;1.5227591;0.01808;8.7;88.5;0.008;42.5;98.9;694.0;3260.0;0.36;0.34;0.01807931077887024
TOI-4914 b;1;10.5988743;;12.605;;;18.11;;574.0;5809.9;1.04;;
TOI-4914 b;1;10.60057;0.098;12.87;86.35;0.408;;70.9;894.0;5805.0;1.0;1.03;0.09537472877358026
TOI-4994 b;1;21.4921464;;9.097;;;22.78;;608.0;5520.0;1.11;;
TOI-4994 b;1;21.491984;0.1515;8.541;89.56;0.319;40.0;21.6;718.0;5640.0;1.05;1.0;0.15128148116115542
TOI-500 b;1;0.5481579;0.0128;1.16;;;;;1693.0;4621.0;0.75;0.88;0.012561247455595687
TOI-500 b;1;0.548177;0.01189;1.166;82.09;0.063;1138.0;1.35;1617.0;4440.0;0.68;0.74;0.011856573793950727
TOI-500 b;1;0.5481573;;1.359;;;1463.12;;1577.0;4590.0;0.75;;
TOI-500 c;1;6.6356;;;;0.072;;2.1;;4440.0;0.68;0.74;0.06250750070293222
TOI-500 d;1;26.233;;;;0.016;;8.72;;4440.0;0.68;0.74;0.15628260498642138
TOI-500 e;1;61.3;;;;0.073;;3.0;;4440.0;0.68;0.74;0.2752024642986335
TOI-5005 b;1;6.3084728;;6.004;;;174.19;;1012.0;5840.0;0.97;;
TOI-5005 b;1;6.3085044;0.06614;6.25;89.53;;226.0;11.6;1040.0;5749.0;0.93;0.97;0.06614184123637078
TOI-5027 b;1;10.2436729;;11.282;;;190.91;;1035.0;5845.9;0.96;;
TOI-5027 b;1;10.24368;0.093;10.761;88.18;0.385;;201.61;1056.0;5909.0;0.92;1.02;0.09291920561081088
TOI-5076 b;2;23.4428912;;3.026;;;12.84;;527.0;4794.4;0.85;;
TOI-5076 b;2;23.445;;3.2;89.7;;;4.1;615.0;5070.0;0.78;0.8;0.148821239008002
TOI-5076 b;2;23.443162;0.1481;3.489;89.84;0.0;;4.23;550.0;4780.0;0.84;0.79;0.1481908031422762
TOI-5082.01;1;4.2403543;;2.643;;;255.64;;1113.0;5670.0;0.93;;
TOI-5082.01;1;4.240122;0.051205;2.548;;;254.59;;1165.0;5670.0;0.93;1.0;0.051268860385160986
TOI-5108 b;1;6.753581;0.073;6.6;85.91;;;9.9;1180.0;5808.0;1.29;1.1;0.07218080688772835
TOI-5108 b;1;6.7535728;;6.288;;;122.78;;927.0;5880.0;1.32;;
TOI-5110 b;1;30.1584857;;11.213;;;15.1;;549.0;6083.0;2.38;;
TOI-5110 b;1;30.158577;0.2157;11.982;85.2;0.745;;218.4;976.0;6160.0;2.33;1.47;0.21559951080571235
TOI-5126 b;1;5.4589863;;4.406;;;402.19;;1247.0;6223.0;1.24;;
TOI-5126 b;1;5.4588385;0.06519;4.74;88.79;0.0;467.0;;1442.0;6150.0;1.24;1.24;0.0651841721846186
TOI-5126 c;1;17.8999;0.1439;3.86;89.23;0.0;96.0;;971.0;6150.0;1.24;1.24;0.14387181654408107
TOI-5126 c;1;17.9051919;;3.006;;;76.57;;824.0;6223.0;1.24;;
TOI-5153 b;1;20.33003;0.158;11.882;88.27;0.091;;212.0;906.0;6300.0;1.4;1.24;0.15661523396448693
TOI-5153 b;1;20.9108406;;11.355;;;49.56;;739.0;6408.0;1.38;;
TOI-5174 b;1;12.214286;;5.351;;;;;;5643.77;1.09;1.0;0.1037958888070196
TOI-5174 b;1;12.21933924;;4.805;;;100.91;;808.0;5643.77;1.09;;
TOI-519 b;1;1.26523377;;11.924;;;53.99;;691.0;3225.0;0.36;;
TOI-519 b;1;1.2652328;0.0159;11.545;88.9;0.33;;182.0;687.0;3322.0;0.35;0.34;0.015978697044069907
TOI-519 b;1;1.2652328;0.012;11.994;88.9;;;;760.0;3350.0;0.37;0.37;0.016435476445074162
TOI-519 b;1;1.26523248;0.01648;11.87;88.19;0.048;54.0;191.0;754.0;3354.0;0.36;0.37;0.016435473673856785
TOI-5205 b;1;1.630757;0.0199;11.6;88.21;0.02;49.0;346.0;737.0;3430.0;0.39;0.39;0.01980990831335301
TOI-5205 b;1;1.6306523;;11.113;;;30.2;;653.0;3262.0;0.4;;
TOI-5218 b;1;4.291452;0.0469;9.86;88.41;0.0;62.0;309.0;783.0;4230.0;0.71;0.74;0.04674640043713829
TOI-5218 b;1;4.29148786;;9.388;;;49.18;;675.0;3937.0;0.68;;
TOI-5232 b;1;4.0966692;0.05593;12.778;88.3;0.035;;239.0;1772.0;6500.0;1.78;1.39;0.055919115513654666
TOI-5232 b;1;4.0966887;;12.973;;;1193.86;;1637.0;6212.0;1.74;;
TOI-5238 b;1;4.8721904;;4.896;;;195.93;;1042.0;5430.5;1.02;;
TOI-5238 b;1;4.872171;;5.22;;;;;;5631.0;1.02;1.0;0.05624489502013155
TOI-5293 A b;2;2.9304371;;11.893;;;31.89;;662.0;3692.0;0.5;;
TOI-5293 A b;2;2.930289;0.034;11.9;88.8;0.38;34.6;115.6;675.0;3586.0;0.52;0.54;0.032634201093517695
TOI-530 b;1;6.3875892;;;89.1;;;;;3659.0;0.54;0.53;0.054523622723036604
TOI-530 b;1;6.38757391;;8.612;;;14.26;;496.0;3688.0;0.54;;
TOI-530 b;1;6.387597;0.052;9.303;89.1;0.0;;66.5;565.0;3659.0;0.54;0.53;0.054523667109544816
TOI-5301 b;1;5.858858;0.073;13.092;83.3;0.33;;336.0;1648.0;6240.0;2.19;1.48;0.07248208019018577
TOI-5301 b;1;5.858857;0.06975;13.529;82.0;0.337;;338.0;1682.0;6240.0;2.19;1.48;0.0724820719426078
TOI-5301 b;1;5.8588751;;12.137;;;429.79;;1268.0;6418.0;2.31;;
TOI-5301 b;1;5.858858;0.0726;13.193;83.1;0.33;;337.0;1655.0;6240.0;2.19;1.48;0.07248208019018577
TOI-5319 b;1;4.0785273;;3.747;;;38.79;;695.0;3580.0;0.48;;
TOI-5319 b;1;4.07853;0.0506;2.83;89.25;;;;695.0;3580.0;0.48;0.5;0.03965158368736989
TOI-532 b;1;2.3266508;0.0296;5.82;88.08;0.0;94.1;39.82;867.0;3927.0;0.61;0.64;0.029612987571770055
TOI-532 b;1;2.32663999;;5.591;;;87.1;;779.0;3946.0;0.62;;
TOI-5344 b;1;3.792622;0.04;9.7;87.5;0.06;35.0;78.0;679.0;3770.0;0.56;0.59;0.03991889147983637
TOI-5344 b;1;3.792622;0.04041;10.604;87.15;0.054;38.0;74.4;689.0;3747.0;0.59;0.61;0.04036494953404371
TOI-5344 b;1;3.7927572;;9.663;;;13.75;;536.0;3575.0;0.58;;
TOI-5388.01;1;2.594675;0.024336;1.894;;;3.3;;601.0;3495.0;0.31;0.29;0.024459978619949835
TOI-5388.01;1;2.594675;;1.894;;;3.3;;375.0;3495.0;0.31;;
TOI-5398 b;1;10.590547;0.098;10.3;89.21;0.13;;15.7;947.0;6000.0;1.05;1.15;0.0988810274175798
TOI-5398 b;1;10.590923;;11.119;;;118.41;;919.0;6017.1;1.05;;
TOI-5398 b;1;10.590923;;11.657;;;;;;6017.1;1.05;1.11;0.09772333855840394
TOI-5398 c;1;4.7728997;;3.302;;;370.6;;1222.0;6017.1;1.05;;
TOI-5398 c;1;4.77271;0.057;3.52;88.4;0.14;;4.1;1242.0;6000.0;1.05;1.15;0.05812247151713703
TOI-540 b;1;1.2391491;0.01223;903.0;86.8;0.0;23.4;;611.0;3216.0;0.19;0.16;0.012257177264597378
TOI-540 b;1;1.2391481;;;;;;;;3216.0;0.19;0.16;0.012257170670191097
TOI-540 b;1;1.23915336;;965.0;;;21.66;;550.0;3042.0;0.2;;
TOI-544 b;1;1.548351;0.0251;2.03;;;;;1082.0;4369.0;0.66;0.85;0.024811556904222713
TOI-544 b;1;1.548352;0.0225;2.018;;0.0;;2.17;999.0;4169.0;0.62;0.63;0.022454053081090445
TOI-544 b;1;1.54835417;;2.16;;;240.2;;1004.0;4665.0;0.66;;
TOI-544 c;1;50.089;;;;0.32;;5.36;;4169.0;0.62;0.63;0.22796938077676576
TOI-5542 b;1;75.12375;0.332;11.31;89.643;0.018;9.6;69.17;441.0;5700.0;1.06;0.89;0.3351580103564856
TOI-5542 b;1;75.1247037;;13.806;;;7.62;;462.0;5392.9;1.27;;
TOI-558 b;1;14.57289854;;13.53;;;248.86;;1013.0;6025.8;1.76;;
TOI-558 b;1;14.574071;0.1291;12.173;86.24;0.298;;257.1;1061.0;6466.0;1.5;1.35;0.12905255454787912
TOI-559 b;1;6.9839095;0.0723;12.229;89.08;0.151;;633.0;1180.0;5925.0;1.23;1.03;0.07221258733200239
TOI-559 b;1;6.9839072;;12.24;;;404.92;;1249.0;5972.0;1.21;;
TOI-561 b;1;0.4465688;0.0106;1.425;87.2;0.0;4745.0;1.93;2310.0;5372.0;0.84;0.81;0.010658318321407614
TOI-561 b;1;0.4465688;0.0106;1.37;87.9;0.0;;2.18;;5326.0;0.83;0.81;0.010658318321407614
TOI-561 b;1;0.4465713;;1.489;;;4347.38;;2262.0;5391.0;0.84;;
TOI-561 b;1;0.446573;0.01064;1.45;;0.0;;3.1;2480.0;5326.0;0.83;0.81;0.010658385149283902
TOI-561 b;1;0.4465697;0.01064;1.397;87.0;0.0;4709.0;1.95;2319.0;;0.84;0.81;0.010658332641684455
TOI-561 b;1;0.44656895;0.0104;1.457;;0.0;;2.99;2135.0;5342.0;0.86;0.76;0.010434339787296963
TOI-561 b;1;0.446578;0.01055;1.423;87.0;0.0;;1.56;;5455.0;0.85;0.79;0.010570008638383803
TOI-561 c;1;10.778849;0.087;2.927;;0.0;;2.41;739.0;5342.0;0.86;0.76;0.08714735657837412
TOI-561 c;1;10.778838;0.0889;2.865;89.61;0.023;67.5;1.98;802.0;;0.84;0.81;0.08901797931418008
TOI-561 c;1;10.778831;0.0884;2.91;89.69;0.03;68.2;1.81;800.0;5372.0;0.84;0.81;0.08901794077409982
TOI-561 c;1;10.778831;0.089;2.91;;;;2.22;;5326.0;0.83;0.81;0.08901794077409982
TOI-561 c;1;10.778829;;;89.53;0.06;;;;5455.0;0.85;0.79;0.08827915769444604
TOI-561 c;1;10.778833;;2.658;;;65.31;;791.0;5391.0;0.84;;
TOI-561 c;1;10.779;0.08809;2.878;89.53;0.06;;1.84;;5455.0;0.85;0.79;0.08828009135777513
TOI-561 c;1;10.77892;0.0888;2.9;;0.0;;2.4;860.0;5326.0;0.83;0.81;0.08901843078307056
TOI-561 d;1;25.71268;0.1587;2.615;89.51;0.111;21.2;3.36;600.0;;0.84;0.81;0.15892589473839236
TOI-561 d;1;25.71221573;;2.878;;;2.86;;332.0;5391.0;0.84;;
TOI-561 d;1;25.7124;0.159;2.82;;;;3.04;;5326.0;0.83;0.81;0.15892474097997977
TOI-561 d;1;25.7124;0.158;2.82;89.4;0.122;21.4;3.34;598.0;5372.0;0.84;0.81;0.15892474097997977
TOI-561 d;1;25.62;0.1569;2.53;89.54;0.051;;3.06;;5455.0;0.85;0.79;0.1572279949973234
TOI-561 d;1;25.71255;0.156;2.721;;0.0;;2.86;553.0;5342.0;0.86;0.76;0.15558559764885516
TOI-561 e;1;;;3.186;;;0.14;;157.0;5391.0;0.84;;
TOI-561 e;1;77.03;0.33;2.55;;;;2.36;;5326.0;0.83;0.81;0.33027043648955495
TOI-561 e;1;77.03;0.328;2.55;89.8;0.079;4.96;2.19;415.0;5372.0;0.84;0.81;0.33027043648955495
TOI-561 e;1;77.9;0.327;;;0.0;;1.48;;5342.0;0.86;0.76;0.3257598813107538
TOI-561 e;1;77.23;0.3274;2.67;89.75;0.061;;2.84;;5455.0;0.85;0.79;0.3280961612981229
TOI-561 e;1;77.144;0.33;2.517;89.864;0.074;4.89;2.16;416.0;;0.84;0.81;0.3305962104219341
TOI-5616 b;1;2.0034478;;10.952;;;58.23;;769.0;3927.0;0.65;;
TOI-5616 b;1;2.002849;0.0272;10.78;88.13;0.0;137.0;384.0;939.0;3996.0;0.65;0.67;0.027209788647504167
TOI-5634 A b;2;2.2035373;0.0272;10.42;88.19;0.0;77.0;439.0;837.0;3896.0;0.54;0.56;0.027315618722942425
TOI-5634 A b;2;2.2054776;;9.672;;;64.08;;788.0;3770.0;0.53;;
TOI-564 b;1;1.65114558;;7.751;;;1452.38;;1574.0;5752.0;1.12;;
TOI-564 b;1;1.651144;0.02734;11.433;78.38;0.072;1423.0;247.0;1714.0;5640.0;1.09;1.0;0.02733955214523855
TOI-564 b;1;1.6511442;;;78.38;0.072;;;;5640.0;1.09;1.0;0.027339554352964562
TOI-5678 b;1;47.73022;0.249;4.91;89.83;0.14;;3.8;513.0;5485.0;0.94;0.91;0.24954230582619774
TOI-5678 b;1;119.3355264;;5.115;;;3.84;;389.0;5516.0;0.94;;
TOI-5688 A b;2;2.94815527;0.03379;10.3;87.05;0.128;50.3;79.4;742.0;3713.0;0.57;0.6;0.033937935046720935
TOI-5688 A b;2;2.9479689;;9.415;;;27.7;;639.0;3588.0;0.58;;
TOI-5704 b;1;3.771116;;3.227;88.94;;;;949.0;4590.0;0.76;0.73;0.042692898739122735
TOI-5704 b;1;3.77110663;;3.341;;;125.06;;853.0;4590.0;0.76;;
TOI-5713 b;1;10.44198961;;1.861;;;2.41;;318.0;3271.0;0.29;;
TOI-5713 b;1;10.441989;0.06008;1.77;89.37;0.24;2.26;;347.0;3225.0;0.3;0.27;0.06042892074339049
TOI-5720 b;1;1.43446024;;1.393;;;53.97;;691.0;3421.0;0.37;;
TOI-5720 b;1;1.4344555;0.018288;1.09;89.3;;41.7;64.0;708.0;3325.0;0.38;0.38;0.018029652145533856
TOI-5726.01;1;5.49113023;;2.431;;;337.33;;1093.0;5874.0;1.11;;
TOI-5726.01;1;5.49112522;0.062186;2.554;;;338.95;;;5874.0;1.11;1.06;0.062107533502285685
TOI-5786 b;2;12.7791964;;6.858;;;374.46;;1225.0;6280.0;1.33;;
TOI-5786 b;2;12.779107;0.114;8.54;88.9;;;17.4;1040.0;6235.0;1.36;1.23;0.11461377149295188
TOI-5799 b;1;4.16454482;;1.988;;;13.33;;487.0;3521.0;0.34;;
TOI-5799 b;1;4.164753;0.0352;1.625;88.67;;11.91;;518.0;3514.0;0.33;0.34;0.0353579627837397
TOI-5799 b;1;4.1646632;0.034901;1.858;;;13.35;;;3521.0;0.34;0.33;0.03500735772303159
TOI-5803 b;1;5.38305;;3.273;89.3;;;;679.0;5134.0;0.76;0.87;0.057384348531286315
TOI-5803 b;1;5.3829728;;3.504;;;73.72;;816.0;5134.0;0.76;;
TOI-6002 b;1;10.90483925;;1.549;;;1.82;;296.0;3272.0;0.24;;
TOI-6002 b;1;10.904821;0.05722;1.65;89.68;0.15;1.68;;321.0;3229.0;0.24;0.21;0.05720318642076918
TOI-6008 b;1;0.8573727;;1.247;;;42.01;;649.0;3098.0;0.24;;
TOI-6008 b;1;0.8574347;0.010777;1.03;87.2;;41.5;2.1;707.0;3075.0;0.24;0.23;0.010822096720493198
TOI-6016 b;1;4.023687;0.055;13.675;;0.0;940.0;125.0;1890.0;6110.0;1.51;1.31;0.05417197308473981
TOI-6016 b;1;4.0236805;;14.97;;;606.8;;1382.0;5807.0;1.57;;
TOI-6029 b;1;5.7998626;;11.022;;;806.79;;1484.0;5852.0;2.55;;
TOI-6029 b;1;5.7987;;14.392;;0.091;;137.0;;6223.0;2.34;1.55;0.07310253243105286
TOI-6034 b;2;2.57617956;;12.145;;;45.35;;662.0;3628.0;0.5;;
TOI-6034 b;2;2.576184;0.02949;11.92;87.06;0.04;43.0;184.0;714.0;3635.0;0.49;0.51;0.029383897923950447
TOI-6038 A b;2;5.8267724;;4.615;;;744.79;;1455.0;6305.0;1.62;;
TOI-6038 A b;2;5.8267311;0.069;6.41;88.96;;716.0;23.5;1439.0;6110.0;1.65;1.29;0.06898393804784377
TOI-6054.01;1;7.49299142;0.078513;2.642;;;529.21;;;6112.0;1.61;1.15;0.07851226970581573
TOI-6054.01;1;7.49032706;;2.528;;;526.7;;1222.0;6111.67;1.61;;
TOI-6054.02;1;12.57599476;;2.798;;;263.94;;1028.0;6111.67;1.61;;
TOI-6054.02;1;12.57499803;0.110878;2.864;;;265.34;;;6112.0;1.61;1.15;0.11087645350001869
TOI-6086 b;1;1.38885844;;965.0;;;31.53;;604.0;3300.0;0.26;;
TOI-6086 b;1;1.3888725;0.01541;1.18;87.3;;26.8;;634.0;3200.0;0.26;0.25;0.015346983199052403
TOI-6130 b;1;2.3927114;;14.544;;;553.56;;1351.0;5967.0;1.17;;
TOI-6130 b;1;2.392679;0.036;14.347;;0.036;1150.0;145.0;1750.0;6110.0;1.51;1.31;0.03830729498961536
TOI-615 b;1;4.6616079;;19.154;;;1329.63;;1682.0;7437.0;1.7;;
TOI-615 b;1;4.6615983;0.0678;18.977;86.73;0.39;1286.0;42.4;1666.0;6850.0;1.73;1.45;0.0618131193909564
TOI-620 b;1;5.0988179;0.04825;3.76;87.47;0.22;20.8;;604.0;3708.0;0.55;0.58;0.04834932640278601
TOI-620 b;1;5.09880378;;3.05;;;19.83;;538.0;3633.0;0.55;;
TOI-622 b;1;6.402513;0.0708;9.236;86.62;0.42;602.0;27.8;1388.0;6400.0;1.42;1.31;0.07383441530801926
TOI-622 b;1;6.40252947;;9.3;;;623.03;;1274.0;7056.0;1.41;;
TOI-6255 b;1;0.23818233;;962.0;;;588.99;;1256.0;3423.0;0.37;;
TOI-6255 b;1;0.23818244;;1.079;74.4;0.0;;2.98;;3421.0;0.37;0.35;0.0052994476165381214
TOI-628 b;1;3.4076;;12.134;;;1052.9;;1586.0;6174.0;1.38;;
TOI-628 b;1;3.4095675;0.0486;11.882;88.41;0.072;;713.0;1586.0;6250.0;1.34;1.31;0.04850926815023567
TOI-6383 A b;2;1.79058695;0.02292;11.29;88.8;0.05;51.3;277.0;745.0;3444.0;0.46;0.46;0.022276706489042102
TOI-6383 A b;2;1.7904917;;11.411;;;31.67;;660.0;3425.0;0.46;;
TOI-640 b;1;5.0037775;0.06608;19.851;82.54;0.05;;78.0;1749.0;6460.0;2.08;1.54;0.06611606466837634
TOI-640 b;1;5.0037904;;;82.54;0.05;;;;6460.0;2.08;1.54;0.06611617830210842
TOI-640 b;1;5.0037758;;19.779;;;1150.12;;1622.0;6442.0;2.09;;
TOI-654.01;1;1.5275657;0.02102;2.371;;;53.35;;749.0;3433.0;0.43;0.53;0.021006804039855213
TOI-654.01;1;1.5275639;;2.61;;;59.37;;708.0;3433.0;0.43;;
TOI-6628 b;1;18.18424;0.134;10.985;88.19;0.67;;78.91;833.0;5463.0;1.01;0.97;0.1339642067303664
TOI-6628 b;1;18.184189;;9.906;;;20.09;;589.0;5265.0;1.09;;
TOI-663 b;1;2.59890312;;2.431;;;48.46;;673.0;3719.0;0.51;;
TOI-663 b;1;2.598902;0.0295;2.27;89.14;;49.1;3.25;674.0;3681.0;0.51;0.51;0.029556392357624712
TOI-663 c;1;4.6955507;0.0437;2.26;89.3;;22.3;2.18;553.0;3681.0;0.51;0.51;0.04384457288268784
TOI-663 c;1;4.69914655;;3.942;;;22.0;;552.0;3719.0;0.51;;
TOI-663 d;1;7.10247486;;1.99;;;12.68;;481.0;3719.0;0.51;;
TOI-663 d;1;7.1027268;0.0576;1.92;89.6;;12.9;2.7;482.0;3681.0;0.51;0.51;0.05777521377254503
TOI-6651 b;1;5.0569858;;4.794;;;448.02;;1281.0;5818.9;1.8;;
TOI-6651 b;1;5.056973;0.0633;5.09;84.93;0.091;817.0;18.9;1493.0;5940.0;1.72;1.32;0.06324892704352797
TOI-669 b;1;3.94515;0.047;2.6;;0.23;388.2;4.3;1235.0;5600.0;0.99;0.9;0.04717637992090276
TOI-669 b;1;3.9451359;;2.517;;;286.87;;1146.0;5581.9;0.99;;
TOI-669 b;1;3.945152;0.048;2.586;;0.0;;4.26;1125.0;5597.0;0.99;0.92;0.04752329358681984
TOI-672 b;1;3.633575;;5.26;88.43;;;;676.0;3765.0;0.54;0.54;0.03766651453575148
TOI-672 b;1;3.63357354;;5.092;;;33.47;;613.0;3765.0;0.54;;
TOI-674 b;1;1.9771642;;;87.21;;;;;3514.0;0.42;0.42;0.02308764757687925
TOI-674 b;1;1.977143;0.025;5.25;87.21;0.0;38.4;21.44;635.0;3514.0;0.42;0.42;0.023087482539497817
TOI-674 b;1;1.97716584;;5.271;;;40.72;;644.0;3467.0;0.42;;
TOI-677 b;1;11.2366063;;;87.63;0.435;;;;6295.0;1.28;1.18;0.10374938740520534
TOI-677 b;1;11.2366;0.1038;13.115;87.63;0.435;;;1252.0;6295.0;1.28;1.18;0.10374934862592837
TOI-677 b;1;11.2365977;;13.02;;;37.63;;690.0;6446.0;1.29;;
TOI-677 b;1;11.236697;;;;;;;;6295.0;1.28;1.18;0.10374994570288151
TOI-700 b;1;9.977219;0.0677;914.0;89.6;0.075;4.98;;;3459.0;0.42;0.41;0.0673807309379732
TOI-700 b;1;9.97702;0.0677;1.037;89.66;0.081;5.0;;417.0;3461.0;0.42;0.41;0.06737983497621398
TOI-700 b;1;9.97727296;;962.0;;;5.14;;384.0;3482.0;0.42;;
TOI-700 b;1;9.97701;0.0637;1.01;89.67;0.032;5.0;;;3480.0;0.42;0.42;0.06792319882287128
TOI-700 c;1;16.051137;0.0929;2.6;88.903;0.068;2.64;;;3459.0;0.42;0.41;0.09251239312344572
TOI-700 c;1;16.05111;0.0929;2.65;88.868;0.078;2.66;;356.0;3461.0;0.42;0.41;0.09251228937854945
TOI-700 c;1;16.051098;0.0925;2.63;88.9;0.033;2.66;;;3480.0;0.42;0.42;0.09325834196802514
TOI-700 c;1;16.051115;;;88.868;0.078;;;;3480.0;0.42;0.42;0.09325840781571287
TOI-700 c;1;16.05110598;;2.587;;;2.73;;328.0;3482.0;0.42;;
TOI-700 d;1;37.426;0.163;1.19;89.73;0.032;0.86;;;3480.0;0.42;0.42;0.16398349355348732
TOI-700 d;1;37.42396;0.1633;1.073;89.8;0.042;0.85;;;3459.0;0.42;0.41;0.1626656581286186
TOI-700 d;1;37.42475;0.1633;1.144;89.79;0.111;0.85;;269.0;3461.0;0.42;0.41;0.1626679473112316
TOI-700 d;1;37.42368383;;1.33;;;0.88;;247.0;3482.0;0.42;;
TOI-700 e;1;27.80978;0.134;953.0;89.6;0.059;1.27;;;3459.0;0.42;0.41;0.13345281834359948
TOI-700 e;1;27.80968976;;949.0;;;1.31;;273.0;3482.0;0.42;;
TOI-712 b;1;9.531366;;2.248;;;19.41;;584.0;4504.0;0.72;;
TOI-712 b;1;9.531361;0.07928;2.049;88.22;0.54;22.6;;650.0;4622.0;0.67;0.73;0.07921589404242785
TOI-712 c;1;51.69906;0.2447;2.701;89.78;0.089;3.08;;370.0;4622.0;0.67;0.73;0.2445480176811263
TOI-712 c;1;51.6991421;;2.455;;;2.71;;357.0;4504.0;0.72;;
TOI-712 d;1;84.83869;;2.039;;;1.22;;292.0;4504.0;0.72;;
TOI-712 d;1;84.8396;0.3405;2.474;89.817;0.073;1.6;;314.0;4622.0;0.67;0.73;0.34023171195185276
TOI-715 b;1;19.288004;0.083;1.55;89.856;;0.67;;234.0;3075.0;0.24;0.23;0.08623870622744507
TOI-715 b;1;19.28797174;;1.595;;;0.72;;235.0;3075.0;0.23;;
TOI-733 b;1;4.884765;0.0618;1.992;88.85;0.046;207.1;2.23;1056.0;5585.0;0.95;0.96;0.05558030896994328
TOI-733 b;1;4.8847937;;1.948;;;223.09;;1076.0;5969.0;0.94;;
TOI-757 b;1;17.46819;0.122;2.5;89.5;0.39;;3.3;641.0;5278.0;0.78;0.8;0.12231039327042993
TOI-757 b;1;17.4682298;;2.179;;;24.36;;618.0;5499.0;0.76;;
TOI-762 A b;2;3.4716808;;8.027;;;17.0;;518.0;3399.0;0.43;;
TOI-762 A b;2;3.4716826;0.03418;8.339;87.5;0.083;;58.1;555.0;3266.0;0.42;0.44;0.034128117202099614
TOI-763 b;1;5.6057748;;2.41;;;182.93;;938.0;5767.0;0.91;;
TOI-763 b;1;5.6057;0.06;2.28;;0.04;;3.79;1038.0;5450.0;0.9;0.92;0.06006441790601065
TOI-763 c;1;12.2737;0.1011;2.63;;0.04;;2.78;800.0;5450.0;0.9;0.92;0.10127782682688213
TOI-763 c;1;12.27724442;;2.864;;;64.32;;722.0;5767.0;0.91;;
TOI-771 b;1;2.326021;0.0207;1.422;88.13;;12.86;;527.0;3201.0;0.24;0.22;0.020740445309896736
TOI-771 b;1;2.32600774;;1.396;;;14.9;;501.0;3231.0;0.24;;
TOI-776 b;1;8.24661327;;1.769;;;12.0;;475.0;3806.0;0.53;;
TOI-776 b;1;8.24661;0.0652;1.85;89.65;0.06;11.5;1.88;514.0;3709.0;0.54;0.54;0.06505035231168688
TOI-776 b;1;8.24663;;;89.65;0.06;;;;3709.0;0.54;0.54;0.06505045748674429
TOI-776 b;1;8.24662;0.0653;1.798;89.41;0.052;;2.4;520.0;3725.0;0.55;0.54;0.0650504048992262
TOI-776 c;1;15.6653;0.1;2.02;89.51;0.04;4.9;2.05;415.0;3709.0;0.54;0.54;0.0997757864575137
TOI-776 c;1;15.66533219;;2.1;;;5.1;;383.0;3806.0;0.53;;
TOI-776 c;1;15.665323;0.1001;2.047;89.49;0.089;;2.65;420.0;3725.0;0.55;0.54;0.09977588411890659
TOI-776 c;1;15.66534;;;89.51;0.04;;;;3709.0;0.54;0.54;0.09977595630338364
